pl_name,soltype,disc_refname,hd_name,pl_masse,pl_orbper,discoverymethod,cb_flag,sy_dist,pl_insol
OGLE-TR-10 b,Published Confirmed,<a refstr=KONACKI_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...624..372K/abstract target=ref> Konacki et al. 2005 </a>,,222.47977142857142857142857143,3.1013125714285714285714285714,Transit,false,1344.9700000,
HD 210702 b,Published Confirmed,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...665..785J/abstract target=ref> Johnson et al. 2007 </a>,HD 210702,,354.39666666666666666666666667,Radial Velocity,false,54.1963000,
BD-08 2823 b,Published Confirmed,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,,,5.60000000,Radial Velocity,false,41.3342000,
BD-08 2823 c,Published Confirmed,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,,,237.60000000,Radial Velocity,false,41.3342000,
HR 8799 c,Published Confirmed,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,HD 218396,3000.00000,73275.446666666666666666666667,Imaging,false,41.2441000,
HD 110014 b,Published Confirmed,<a refstr=DE_MEDEIROS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...504..617D/abstract target=ref> de Medeiros et al. 2009 </a>,HD 110014,,885.93850000,Radial Velocity,false,100.7580000,
HIP 5158 b,Published Confirmed,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,,,345.69000000,Radial Velocity,false,51.6026000,
HD 44219 b,Published Confirmed,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,HD 44219,,472.30000000,Radial Velocity,false,52.9051000,
HD 6718 b,Published Confirmed,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,HD 6718,,2496.00000000,Radial Velocity,false,51.3444000,
HD 156846 b,Published Confirmed,<a refstr=TAMUZ_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...480L..33T/abstract target=ref> Tamuz et al. 2008 </a>,HD 156846,,359.52487000,Radial Velocity,false,47.7332000,
HD 132563 b,Published Confirmed,<a refstr=DESIDERA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A..90D/abstract target=ref> Desidera et al. 2011 </a>,HD 132563,,1544.00000000,Radial Velocity,false,105.1550000,
HD 137388 b,Published Confirmed,<a refstr=DUMUSQUE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...535A..55D/abstract target=ref> Dumusque et al. 2011 </a>,HD 137388,,330.00000000,Radial Velocity,false,40.4841000,
HD 85512 b,Published Confirmed,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,HD 85512,,58.43000000,Radial Velocity,false,11.2810000,
HD 23127 b,Published Confirmed,<a refstr=O_TOOLE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1636O/abstract target=ref> O'Toole et al. 2007 </a>,HD 23127,,1213.0566666666666666666666667,Radial Velocity,false,93.8555000,
HD 100655 b,Published Confirmed,<a refstr=OMIYA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...34O/abstract target=ref> Omiya et al. 2012 </a>,HD 100655,,157.57000500,Radial Velocity,false,137.1780000,
Kepler-24 c,Published Confirmed,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,,271.05000,12.33334285,Transit,false,1156.8100000,144.83
GJ 667 C b,Published Confirmed,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,,,7.20024000,Radial Velocity,false,7.2439600,
HD 155358 b,Published Confirmed,<a refstr=COCHRAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...665.1407C/abstract target=ref> Cochran et al. 2007 </a>,HD 155358,,194.30000000,Radial Velocity,false,43.6197000,
HD 79498 b,Published Confirmed,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,HD 79498,,1886.55000000,Radial Velocity,false,48.9489000,
CHXR 73 b,Published Confirmed,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,,3994.48600,,Imaging,false,190.3740000,
HD 13189 b,Published Confirmed,<a refstr=HATZES_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...437..743H/abstract target=ref> Hatzes et al. 2005 </a>,HD 13189,,471.60000500,Radial Velocity,false,497.8230000,
GJ 433 b,Published Confirmed,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,,,7.37050000,Radial Velocity,false,9.0645600,
alf Ari b,Published Confirmed,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,HD 12929,,380.80000000,Radial Velocity,false,20.2101900,
tau Gem b,Published Confirmed,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,HD 54719,,305.25000000,Radial Velocity,false,112.5370000,
HD 62509 b,Published Confirmed,<a refstr=HATZES_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...457..335H/abstract target=ref> Hatzes et al. 2006 </a>,HD 62509,,591.98000000,Radial Velocity,false,,
Kepler-370 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,19.02353315,Transit,false,1167.9400000,54.20
Kepler-400 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,9.0243648175,Transit,false,845.9700000,
Kepler-221 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,2.79591461,Transit,false,385.2310000,308.88
Kepler-367 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,53.5782261275,Transit,false,188.0270000,3.76
Kepler-393 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,14.613488346666666666666666667,Transit,false,881.4040000,231.21
Kepler-304 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,5.3159500775,Transit,false,434.6840000,73.60
Kepler-360 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,3.2896982966666666666666666667,Transit,false,876.0440000,415.43
Kepler-101 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3.78000,6.02978806,Transit,false,927.9810000,596.07
Kepler-243 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,20.026181725,Transit,false,693.8600000,21.72
Kepler-261 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,24.5707223175,Transit,false,317.4990000,14.51
Kepler-327 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,13.969387378333333333333333333,Transit,false,241.9870000,6.2225
Kepler-136 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,19.80000,11.578912324,Transit,false,420.8180000,257.98
Kepler-122 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,21.587158835,Transit,false,1027.4500000,77.14
Kepler-157 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,13.5405460325,Transit,false,773.7130000,101.75
Kepler-147 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,33.4160416075,Transit,false,1042.0200000,61.29
Kepler-239 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,11.7630665225,Transit,false,648.1090000,34.75
Kepler-200 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,8.59481762,Transit,false,665.9120000,159.07
Kepler-243 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,5.7154296225,Transit,false,693.8600000,115.50
Kepler-160 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,13.6993442375,Transit,false,937.0130000,84.85
Kepler-254 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,5.826660125,Transit,false,1389.4800000,184.34
Kepler-172 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,6.3889904675,Transit,false,828.5920000,227.22
Kepler-299 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,6.88592831,Transit,false,1052.2400000,198.55
Kepler-278 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,51.07811931,Transit,false,443.0300000,49.15
Kepler-339 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,14.70000,10.558297226,Transit,false,616.6370000,58.65
Kepler-397 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,22.25088685,Transit,false,,
Kepler-399 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,14.42525208,Transit,false,740.5370000,
HD 219415 b,Published Confirmed,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,HD 219415,,2093.30000000,Radial Velocity,false,165.1840000,
Pr0201 b,Published Confirmed,<a refstr=QUINN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..33Q/abstract target=ref> Quinn et al. 2012 </a>,,,4.42640000,Radial Velocity,false,180.6400000,
eps Tau b,Published Confirmed,<a refstr=SATO_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...661..527S/abstract target=ref> Sato et al. 2007 </a>,HD 28305,,594.90000000,Radial Velocity,false,47.5285200,
HD 207832 b,Published Confirmed,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,HD 207832,,161.33666666666666666666666667,Radial Velocity,false,58.9291000,
HD 207832 c,Published Confirmed,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,HD 207832,,1155.70000000,Radial Velocity,false,58.9291000,
nu Oph c,Published Confirmed,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,HD 163917,7838.32346,3185.41500000,Radial Velocity,false,46.2107000,
WASP-176 b,Published Confirmed,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,,271.74465,3.89905200,Transit,false,568.4200000,
WASP-16 b,Published Confirmed,<a refstr=LISTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703..752L/abstract target=ref> Lister et al. 2009 </a>,,297.603516,3.1186028214285714285714285714,Transit,false,194.1340000,
HD 159868 b,Published Confirmed,<a refstr=O_TOOLE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1636O/abstract target=ref> O'Toole et al. 2007 </a>,HD 159868,,1131.72500500,Radial Velocity,false,55.8503000,
WASP-78 b,Published Confirmed,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,,292.1623025,2.1751799028571428571428571429,Transit,false,754.2580000,
HAT-P-27 b,Published Confirmed,<a refstr=BEKY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1101.3511B/abstract target=ref> B&eacute;ky et al. 2011 </a>,,200.86409333333333333333333333,3.0395806166666666666666666667,Transit,false,199.1730000,
HAT-P-33 b,Published Confirmed,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,,237.734225,3.474474166,Transit,false,396.1100000,
WASP-50 b,Published Confirmed,<a refstr=GILLON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.2641G/abstract target=ref> Gillon et al. 2011 </a>,,480.45875,1.9550955128571428571428571429,Transit,false,184.8480000,
HAT-P-56 b,Published Confirmed,<a refstr=HUANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...85H/abstract target=ref>Huang et al. 2015</a>,HD 262389,676.97790,2.7908485271428571428571428571,Transit,false,320.6390000,3515.00
7 CMa b,Published Confirmed,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,HD 47205,,764.70000000,Radial Velocity,false,19.8101000,
WASP-15 b,Published Confirmed,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009AJ....137.4834W/abstract target=ref> West et al. 2009 </a>,,176.51058833333333333333333333,3.752094845,Transit,false,282.0910000,
HAT-P-25 b,Published Confirmed,<a refstr=QUINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3565Q/abstract target=ref> Quinn et al. 2010 </a>,,180.41896,3.6528224283333333333333333333,Transit,false,300.3840000,325.00
WASP-25 b,Published Confirmed,<a refstr=ENOCH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1009.5917E/abstract target=ref> Enoch et al. 2010 </a>,,176.203472,3.76483029,Transit,false,211.4160000,
WASP-144 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,139.84520,2.2783146666666666666666666667,Transit,false,355.5130000,
HATS-55 b,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,292.72143,4.2041948666666666666666666667,Transit,false,609.8380000,
K2-148 b,Published Confirmed,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,,4.38395000,Transit,false,124.4580000,48.80
WASP-75 b,Published Confirmed,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,,340.545795,2.484194492,Transit,false,294.0010000,1657.00
HATS-41 b,Published Confirmed,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,3082.95100,4.1936545333333333333333333333,Transit,false,737.6680000,
HAT-P-54 b,Published Confirmed,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,,410.00070,3.799850075,Transit,false,143.6510000,
WASP-82 b,Published Confirmed,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>,,387.74676666666666666666666667,2.705786146,Transit,false,275.6640000,
KELT-6 b,Published Confirmed,<a refstr=COLLINS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147...39C/abstract target=ref> Collins et al. 2014 </a>,,147.47115333333333333333333333,7.84563380,Transit,false,240.7260000,
HAT-P-36 b,Published Confirmed,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,,574.06045333333333333333333333,1.3273471933333333333333333333,Transit,false,294.4190000,1821.00
HD 235088 b,Published Confirmed,<a refstr=ORELL_MIQUEL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230705191O/abstract target=ref>Orell-Miquel et al. 2023</a>,HD 235088,,7.43413930,Transit,false,41.1706000,70.00
TOI-3785 b,Published Confirmed,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,,14.95000,4.67473730,Transit,false,79.7634000,19.10
TOI-2084 b,Published Confirmed,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,,,6.07842470,Transit,false,114.5490000,12.80
TOI-3984 A b,Published Confirmed,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,,44.00000,4.35332600,Transit,false,108.8830000,16.70
TOI-5293 A b,Published Confirmed,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,,170.40000,2.93028900,Transit,false,162.2290000,34.60
TOI-622 b,Published Confirmed,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,,96.30201,6.40251300,Transit,false,123.2970000,602.00
TOI-2641 b,Published Confirmed,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,,122.68177,4.88097400,Transit,false,344.0450000,602.00
WASP-77 A b,Published Confirmed,<a refstr=MAXTED_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASP..125...48M/abstract target=ref> Maxted et al. 2013 </a>,,584.80429,1.36502610625,Transit,false,105.1660000,1440.00
KELT-17 b,Published Confirmed,<a refstr=ZHOU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract target=ref>Zhou et al. 2016</a>,,416.35730,3.08017255,Transit,false,226.5000000,
K2-148 c,Published Confirmed,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,,6.92260000,Transit,false,124.4580000,26.50
WASP-172 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,149.38010,5.47743285,Transit,false,538.1100000,
eps CrB b,Published Confirmed,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A...5L/abstract target=ref> Lee et al. 2012 </a>,HD 143107,,417.90000000,Radial Velocity,false,69.8683000,
HD 4732 b,Published Confirmed,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,HD 4732,,360.20000000,Radial Velocity,false,54.7841000,
HD 37605 c,Published Confirmed,<a refstr=WANG_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...46W/abstract target=ref> Wang et al. 2012 </a>,HD 37605,,2631.6666666666666666666666667,Radial Velocity,false,46.7864000,
HD 40307 b,Published Confirmed,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..639M/abstract target=ref> Mayor et al. 2009 </a>,HD 40307,,4.3120333333333333333333333333,Radial Velocity,false,12.9363000,
HD 40307 d,Published Confirmed,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..639M/abstract target=ref> Mayor et al. 2009 </a>,HD 40307,,20.427533333333333333333333333,Radial Velocity,false,12.9363000,
HD 40307 g,Published Confirmed,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,HD 40307,,197.07150000,Radial Velocity,false,12.9363000,
HAT-P-42 b,Published Confirmed,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,,305.74570,4.64185684,Transit,false,405.2380000,
OGLE-2019-BLG-1470L AB c,Published Confirmed,<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>,,1048.833745,,Microlensing,true,5900.0000000,
HAT-P-44 b,Published Confirmed,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,111.87100,4.30119695,Transit,false,347.8500000,
WASP-99 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,,848.5936333333333333333333333,5.75254084,Transit,false,158.6600000,
KPS-1 b,Published Confirmed,<a refstr=BURDANOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130g4401B/abstract target=ref>Burdanov et al. 2018</a>,,346.43470,1.706311125,Transit,false,262.7060000,729.00
HAT-P-30 b,Published Confirmed,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.3825J/abstract target=ref> Johnson et al. 2011 </a>,,238.11641,2.81060021,Transit,false,213.9850000,
WASP-62 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,,177.82386,4.4119438125,Transit,false,175.6310000,
KELT-14 b,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,,394.10920,1.7100553875,Transit,false,250.1210000,
HD 28185 b,Published Confirmed,<a refstr=SANTOS_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...379..999S/abstract target=ref> Santos et al. 2001 </a>,HD 28185,,382.99462500,Radial Velocity,false,39.3809000,
HD 125612 b,Published Confirmed,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,HD 125612,,548.70895800,Radial Velocity,false,57.6207000,
HD 204313 b,Published Confirmed,<a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>,HD 204313,1521.60350,1981.0692283333333333333333333,Radial Velocity,false,47.7945000,
HD 43197 b,Published Confirmed,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,HD 43197,,318.36036000,Radial Velocity,false,62.4112000,
GJ 676 A b,Published Confirmed,<a refstr=FORVEILLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...526A.141F/abstract target=ref> Forveille et al. 2011 </a>,,1985.161565,1053.28905200,Radial Velocity,false,16.0272000,
HD 142 c,Published Confirmed,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,HD 142,3464.64746,8082.32139500,Radial Velocity,false,26.1853000,
GJ 676 A d,Published Confirmed,<a refstr=ANGLADA_ESCUDE___TUOMI_2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A..58A/abstract target=ref> Anglada-Escude & Tuomi 2012 </a>,,,3.60042000,Radial Velocity,false,16.0272000,
GJ 676 A e,Published Confirmed,<a refstr=ANGLADA_ESCUDE___TUOMI_2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A..58A/abstract target=ref> Anglada-Escude & Tuomi 2012 </a>,,,35.411193333333333333333333333,Radial Velocity,false,16.0272000,
HD 168443 b,Published Confirmed,<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>,HD 168443,,58.112023333333333333333333333,Radial Velocity,false,39.6245000,
