pl_name,soltype,disc_refname,hd_name,pl_masse,pl_orbper,discoverymethod,cb_flag,sy_dist,pl_insol
Kepler-263 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,47.3331496925,Transit,false,754.7470000,5.99
Kepler-1296 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,8.38398650,Transit,false,1551.5400000,399.01
Kepler-149 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,55.3287864575,Transit,false,571.0340000,10.08
Kepler-1461 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,29.34940645,Transit,false,679.1060000,8.88
Kepler-1463 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,25.157976705,Transit,false,1687.4700000,57.63
Kepler-357 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,6.4754088666666666666666666667,Transit,false,688.5730000,69.57
Kepler-1533 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,308.550701635,Transit,false,966.8010000,4.79
Kepler-1814 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,0.62628198,Transit,false,726.3460000,
Kepler-1493 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,15.02180272,Transit,false,555.0510000,
Kepler-1495 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,85.27365558,Transit,false,1355.5400000,
Kepler-1548 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,124.82856091333333333333333333,Transit,false,872.2790000,1.93
Kepler-1550 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,225.58431205,Transit,false,1179.0100000,2.31
Kepler-1551 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,24.49730230,Transit,false,1463.7200000,60.42
Kepler-154 f,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,9.91929740,Transit,false,915.2120000,139.88
Kepler-990 c,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,0.53835111,Transit,false,802.1630000,
Kepler-332 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,34.2112102875,Transit,false,344.1900000,7.25
Kepler-620 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,12.91382766,Transit,false,1355.2800000,219.05
Kepler-378 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,28.906077996666666666666666667,Transit,false,152.0940000,8.17
Kepler-1181 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,8.93490982,Transit,false,938.4170000,
Kepler-1567 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,153.98417643666666666666666667,Transit,false,1206.1100000,2.72
Kepler-1569 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,5.79180156,Transit,false,945.4540000,495.65
Kepler-1834 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,4.60301018,Transit,false,500.3950000,
Kepler-1669 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,1.60932005,Transit,false,543.4440000,
Kepler-1336 c,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,5.77721381,Transit,false,1126.6400000,662.71
Kepler-1574 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.94246305,Transit,false,1384.1600000,289.78
Kepler-404 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,14.75116600,Transit,false,812.5240000,33.15
K2-133 c,Published Confirmed,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,,,4.86802000,Transit,false,75.1703000,
Kepler-1526 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,3.90863843,Transit,false,555.5740000,99.10
K2-268 b,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,,2.15178500,Transit,false,327.7830000,
K2-350 b,Published Confirmed,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,,4.16387300,Transit,false,489.3680000,
K2-268 c,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,,9.32718400,Transit,false,327.7830000,
Kepler-477 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,11.119911165,Transit,false,,
HD 169142 b,Published Confirmed,<a refstr=HAMMOND_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230211302H/abstract target=ref>Hammond et al. 2023</a>,HD 169142,953.48522,,Imaging,false,113.6000000,
TIC 279401253 c,Published Confirmed,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,,155.30000000,Transit,false,285.5840000,
Kepler-1467 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,47.056905586666666666666666667,Transit,false,852.8880000,7.92
Kepler-296 e,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,34.142021848333333333333333333,Transit,false,,1.43
Kepler-610 c,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,151.86440980666666666666666667,Transit,false,845.8240000,2.30
Kepler-1498 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,48.052262616666666666666666667,Transit,false,,
Kepler-197 e,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,25.21011491,Transit,false,330.5750000,57.94
Kepler-750 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,9.428861483333333333333333333,Transit,false,1296.0200000,255.74
Kepler-1859 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,2.72959995,Transit,false,1331.2500000,
Kepler-157 d,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,7.02573643,Transit,false,773.7130000,244.06
Kepler-1542 c,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,2.89222946,Transit,false,399.1140000,786.08
Kepler-213 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,2.4623491866666666666666666667,Transit,false,634.9390000,833.47
Kepler-1470 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,16.29505308,Transit,false,590.6010000,23.92
Kepler-1869 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,1.716834415,Transit,false,113.0250000,
Kepler-1921 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,3.15721989,Transit,false,928.9890000,
Kepler-1558 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,3.504701755,Transit,false,325.7370000,189.89
NGTS-6 b,Published Confirmed,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,,425.57437,0.88205900,Transit,false,308.2620000,
Kepler-220 e,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,45.902865965,Transit,false,171.1090000,4.015
Kepler-1385 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,2.888800025,Transit,false,688.7950000,1591.48
Kepler-173 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,4.2637438166666666666666666667,Transit,false,833.1650000,599.50
TIC 279401253 b,Published Confirmed,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,1951.46642,76.80000000,Transit,false,285.5840000,
HIP 67522 b,Published Confirmed,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,HD 120411,,6.95950300,Transit,false,127.2800000,
K2-277 b,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,,6.32676300,Transit,false,113.1230000,
Kepler-171 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,4.1669654025,Transit,false,863.8550000,304.18
Kepler-635 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,23.449671893333333333333333333,Transit,false,1141.0800000,193.93
KMT-2019-BLG-0371L b,Published Confirmed,<a refstr=KIM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...17K/abstract target=ref>Kim et al. 2021</a>,,3127.431525,,Microlensing,false,7040.0000000,
Kepler-98 b,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,3.55000,1.541677185,Transit,false,350.3150000,1107.39
Kepler-1647 b,Published Confirmed,<a refstr=KOSTOV_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...86K/abstract target=ref>Kostov et al. 2016</a>,,483.00000,1107.59230000,Transit,true,1212.4500000,
Kepler-915 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,4.59489604,Transit,false,849.0360000,844.75
Kepler-470 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,24.669194055,Transit,false,929.8110000,41.20
Kepler-787 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,0.92831067,Transit,false,503.5680000,493.55
Kepler-786 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,53.52941912,Transit,false,485.3180000,3.66
Kepler-881 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,4.44448017,Transit,false,1375.1800000,538.57
OGLE-TR-211 b,Published Confirmed,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,,260.61596666666666666666666667,3.67724000,Transit,false,1515.2600000,
CoRoT-21 b,Published Confirmed,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,,711.93920,2.72474000,Transit,false,,
K2-411 b,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,,3.21410000,Transit,false,298.2190000,619.04
Kepler-156 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,15.9068686075,Transit,false,443.4830000,28.64
Kepler-445 d,Published Confirmed,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,,,8.152745803333333333333333333,Transit,false,127.2010000,4.31
CoRoT-16 b,Published Confirmed,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,,169.082035,5.35227000,Transit,false,732.4090000,
TOI-178 c,Published Confirmed,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,,4.77000,3.23845000,Transit,false,62.6990000,
K2-239 c,Published Confirmed,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,,,7.77500000,Transit,false,31.0849000,
Kepler-700 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,80.87210345666666666666666667,Transit,false,1491.7600000,12.07
CoRoT-28 b,Published Confirmed,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,,153.352975,5.20851000,Transit,false,766.1830000,
CoRoT-29 b,Published Confirmed,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,,268.56635,2.8505671666666666666666666667,Transit,false,806.5070000,
Kepler-1054 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,4.30655923,Transit,false,1090.5100000,760.52
Kepler-617 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,1.68269542,Transit,false,173.3540000,100.30
Kepler-780 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,0.67737672,Transit,false,557.6520000,
Kepler-407 b,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,3.20000,0.669310515,Transit,false,338.3680000,4102.01
Kepler-313 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,14.9703370675,Transit,false,,
Kepler-944 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,43.31672904,Transit,false,1349.4300000,20.17
Kepler-661 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.02929844,Transit,false,534.7880000,45.53
Kepler-837 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,16.56058953,Transit,false,901.9070000,55.97
Kepler-180 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,41.8854780225,Transit,false,695.6500000,16.42
Kepler-207 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,3.07155820,Transit,false,875.5190000,1742.71
Kepler-717 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,4.408408505,Transit,false,2805.4800000,1844.59
Kepler-814 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.147008125,Transit,false,2055.7700000,935.12
Kepler-811 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,23.58445067,Transit,false,985.0410000,78.59
TOI-1601 b,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,314.65170,5.33175100,Transit,false,336.6080000,
Kepler-859 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,20.381690166666666666666666667,Transit,false,839.9030000,14.90
Kepler-166 d,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,1.5540013033333333333333333333,Transit,false,603.5300000,651.41
Kepler-1006 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,19.761780746666666666666666667,Transit,false,,153.49
Kepler-192 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,9.9267256875,Transit,false,651.6740000,105.30
Kepler-900 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.9913026866666666666666666667,Transit,false,487.5250000,54.11
Kepler-1005 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.49802888,Transit,false,567.8060000,301.33
Kepler-926 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,52.068824395,Transit,false,921.3610000,17.88
Kepler-930 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,71.45131835,Transit,false,848.3960000,16.85
Kepler-937 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,67.668912856666666666666666667,Transit,false,1571.4600000,20.63
Kepler-917 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,2.97041407,Transit,false,3460.5100000,
Kepler-728 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,5.74347616,Transit,false,1765.2300000,484.51
Kepler-119 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,4.125111965,Transit,false,701.9960000,367.32
Kepler-997 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,2.70729362,Transit,false,467.5680000,1900.13
Kepler-1139 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,0.813167905,Transit,false,495.1560000,1717.28
Kepler-1235 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,4.16055428,Transit,false,540.6040000,265.32
Kepler-1277 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,40.836257386666666666666666667,Transit,false,557.1930000,12.11
Kepler-1278 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,3.239414295,Transit,false,889.4260000,1314.67
Kepler-282 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,9.220559753333333333333333333,Transit,false,1337.6100000,195.94
Kepler-416 d,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,3.07641006,Transit,false,690.8190000,
Kepler-389 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,3.2441328366666666666666666667,Transit,false,816.5590000,167.06
Kepler-1251 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,45.090645513333333333333333333,Transit,false,902.2040000,13.78
Kepler-1253 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,68.88642973,Transit,false,514.5240000,21.62
Kepler-1255 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,36.29145250,Transit,false,1617.0700000,39.67
Kepler-1076 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.14728308,Transit,false,,
Kepler-1268 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,40.990386126666666666666666667,Transit,false,1840.7700000,40.65
Kepler-1274 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,6.981625135,Transit,false,614.6480000,975.81
Kepler-1282 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,2.131945885,Transit,false,1103.2900000,672.53
